Year,Period,Area,Adjusted,Preliminary,Labor Force,Employment,Unemployment,Unemployment Rate
"2014","Annual","Arvin city","Not Adj","Not Prelim","9,000","8,100","900","9.9"
"2014","Annual","Ashland CDP","Not Adj","Not Prelim","10,900","9,900","1,000","9.1"
"2014","Annual","Atascadero city","Not Adj","Not Prelim","14,900","14,200","700","4.6"
"2014","Annual","Atherton town","Not Adj","Not Prelim","3,000","2,900","100","4.6"
"2014","Annual","Atwater city","Not Adj","Not Prelim","12,300","10,500","1,700","14.1"
"2014","Annual","Auberry CDP","Not Adj","Not Prelim","1,000","900","100","7.0"
"2014","Annual","Auburn city","Not Adj","Not Prelim","6,500","6,100","400","6.8"
"2014","Annual","August CDP","Not Adj","Not Prelim","3,400","2,700","700","19.8"
"2014","Annual","Avalon city","Not Adj","Not Prelim","2,000","2,000","0","0.8"
"2014","Annual","Avenal city","Not Adj","Not Prelim","3,800","3,100","700","18.4"
"2014","Annual","Avery CDP","Not Adj","Not Prelim","300","250","50","16.5"
"2014","Annual","Avocado Heights CDP","Not Adj","Not Prelim","7,300","6,600","700","10.1"
"2014","Annual","Azusa city","Not Adj","Not Prelim","23,600","22,200","1,500","6.2"
"2014","Annual","Bakersfield city","Not Adj","Not Prelim","179,600","162,900","16,700","9.3"
"2014","Annual","Baldwin Park city","Not Adj","Not Prelim","35,300","31,500","3,800","10.9"
"2014","Annual","Banning city","Not Adj","Not Prelim","10,500","9,700","800","7.2"
"2014","Annual","Barstow city","Not Adj","Not Prelim","8,500","7,600","900","10.8"
"2014","Annual","Bay Point CDP","Not Adj","Not Prelim","11,700","10,500","1,300","10.7"
"2014","Annual","Beale AFB CDP","Not Adj","Not Prelim","200","200","0","16.0"
"2014","Annual","Bear Valley CDP","Not Adj","Not Prelim","30","30","0","0.0"
"2014","Annual","Bear Valley Springs CDP","Not Adj","Not Prelim","1,800","1,700","100","5.3"
"2014","Annual","Beaumont city","Not Adj","Not Prelim","18,500","17,600","900","4.9"
"2014","Annual","Beckwourth CDP","Not Adj","Not Prelim","120","120","0","0.0"
"2014","Annual","Belden CDP","Not Adj","Not Prelim","0","0","0","0.0"
"2014","Annual","Bell city","Not Adj","Not Prelim","15,500","13,700","1,700","11.1"
"2014","Annual","Bellflower city","Not Adj","Not Prelim","35,800","33,000","2,800","7.8"
"2014","Annual","Bell Gardens city","Not Adj","Not Prelim","18,300","16,500","1,700","9.5"
"2014","Annual","Belmont city","Not Adj","Not Prelim","15,800","15,200","600","3.7"
"2014","Annual","Benicia city","Not Adj","Not Prelim","14,500","13,800","700","4.7"
"2014","Annual","Ben Lomond CDP","Not Adj","Not Prelim","3,700","3,600","200","4.1"
"2014","Annual","Berkeley city","Not Adj","Not Prelim","60,100","57,300","2,800","4.7"
"2014","Annual","Bermuda Dunes CDP","Not Adj","Not Prelim","3,200","3,000","200","7.3"
"2014","Annual","Bertsch Oceanview CDP","Not Adj","Not Prelim","820","630","200","23.7"
"2014","Annual","Bethel Island CDP","Not Adj","Not Prelim","800","800","0","4.7"
"2014","Annual","Beverly Hills city","Not Adj","Not Prelim","18,300","16,900","1,400","7.8"
"2014","Annual","Big Bear City CDP","Not Adj","Not Prelim","5,300","5,000","300","4.9"
"2014","Annual","Big Bear Lake city","Not Adj","Not Prelim","2,100","2,100","100","3.1"
"2014","Annual","Biggs city","Not Adj","Not Prelim","900","900","0","5.0"
"2014","Annual","Big Pine CDP","Not Adj","Not Prelim","750","690","70","8.9"
"2014","Annual","Big River CDP","Not Adj","Not Prelim","400","300","0","12.3"
"2014","Annual","Biola CDP","Not Adj","Not Prelim","700","500","200","31.1"
"2014","Annual","Bishop city","Not Adj","Not Prelim","1,710","1,610","100","5.8"
"2014","Annual","Bloomington CDP","Not Adj","Not Prelim","9,600","8,800","900","8.9"
"2014","Annual","Blue Lake city","Not Adj","Not Prelim","500","500","0","6.5"
"2014","Annual","Bluewater CDP","Not Adj","Not Prelim","0","0","0","12.9"
"2014","Annual","Blythe city","Not Adj","Not Prelim","5,300","4,800","400","8.5"
"2014","Annual","Bodega Bay CDP","Not Adj","Not Prelim","500","500","0","4.0"
"2014","Annual","Bodfish CDP","Not Adj","Not Prelim","400","300","0","11.2"
"2014","Annual","Bonadelle Ranchos Madera Ranchos CDP","Not Adj","Not Prelim","4,100","3,800","300","7.9"
"2014","Annual","Bonita CDP","Not Adj","Not Prelim","6,000","5,400","600","9.7"
"2014","Annual","Bootjack CDP","Not Adj","Not Prelim","360","310","50","13.0"
"2014","Annual","Boron CDP","Not Adj","Not Prelim","800","800","100","6.7"
"2014","Annual","Boronda CDP","Not Adj","Not Prelim","600","300","200","41.1"
"2014","Annual","Bostonia CDP","Not Adj","Not Prelim","8,000","7,100","1,000","12.0"
"2014","Annual","Boulder Creek CDP","Not Adj","Not Prelim","2,700","2,400","300","10.7"
"2014","Annual","Boyes Hot Springs CDP","Not Adj","Not Prelim","4,000","3,900","100","3.7"
"2014","Annual","Bradbury city","Not Adj","Not Prelim","400","400","0","2.7"
"2014","Annual","Bradley CDP","Not Adj","Not Prelim","100","100","0","0.0"
"2014","Annual","Brawley city","Not Adj","Not Prelim","12,000","8,800","3,100","26.2"
"2014","Annual","Brea city","Not Adj","Not Prelim","21,600","20,500","1,100","5.3"
"2014","Annual","Brentwood city","Not Adj","Not Prelim","25,900","24,600","1,300","5.2"
"2014","Annual","Bret Harte CDP","Not Adj","Not Prelim","2,100","1,600","500","21.7"
"2014","Annual","Brisbane city","Not Adj","Not Prelim","2,700","2,600","100","4.4"
"2014","Annual","Broadmoor CDP","Not Adj","Not Prelim","3,400","3,100","300","8.3"
"2014","Annual","Bucks Lake CDP","Not Adj","Not Prelim","10","10","0","0.0"
"2014","Annual","Buellton city","Not Adj","Not Prelim","2,700","2,600","100","2.6"
"2014","Annual","Buena Park city","Not Adj","Not Prelim","39,400","37,600","1,900","4.7"
"2014","Annual","Burbank city","Not Adj","Not Prelim","57,500","53,600","3,900","6.8"
"2014","Annual","Burlingame city","Not Adj","Not Prelim","17,200","16,600","600","3.3"
"2014","Annual","Burney CDP","Not Adj","Not Prelim","1,300","1,100","100","10.0"
"2014","Annual","Buttonwillow CDP","Not Adj","Not Prelim","600","500","100","10.9"
"2014","Annual","Byron CDP","Not Adj","Not Prelim","600","500","100","11.3"
"2014","Annual","Bystrom CDP","Not Adj","Not Prelim","1,300","1,200","200","11.7"
"2014","Annual","Cabazon CDP","Not Adj","Not Prelim","1,200","1,100","100","6.9"
"2014","Annual","Calabasas city","Not Adj","Not Prelim","11,800","11,200","600","5.1"
"2014","Annual","Calexico city","Not Adj","Not Prelim","18,100","13,000","5,000","27.7"
"2014","Annual","California City city","Not Adj","Not Prelim","4,700","3,700","1,000","20.3"
"2014","Annual","Calimesa city","Not Adj","Not Prelim","3,300","3,000","300","8.1"
"2014","Annual","Calipatria city","Not Adj","Not Prelim","1,300","900","400","29.5"
"2014","Annual","Calistoga city","Not Adj","Not Prelim","2,700","2,500","200","7.6"
"2014","Annual","Calwa CDP","Not Adj","Not Prelim","900","700","200","20.4"
"2014","Annual","Camarillo city","Not Adj","Not Prelim","33,800","31,900","1,900","5.6"
"2014","Annual","Cambria CDP","Not Adj","Not Prelim","2,700","2,500","200","7.2"
"2014","Annual","Cameron Park CDP","Not Adj","Not Prelim","9,300","8,700","600","6.4"
"2014","Annual","Campbell city","Not Adj","Not Prelim","24,600","23,700","900","3.7"
"2014","Annual","Cantua Creek CDP","Not Adj","Not Prelim","100","100","0","10.3"
"2014","Annual","Canyondam CDP","Not Adj","Not Prelim","50","10","40","76.6"
"2014","Annual","Canyon Lake city","Not Adj","Not Prelim","4,900","4,700","200","4.2"
"2014","Annual","Capitola city","Not Adj","Not Prelim","5,500","5,400","100","2.6"
"2014","Annual","Carlsbad city","Not Adj","Not Prelim","53,100","50,000","3,100","5.8"
"2014","Annual","Carmel by the Sea city","Not Adj","Not Prelim","1,500","1,500","0","0.3"
"2014","Annual","Carmel Valley Village CDP","Not Adj","Not Prelim","2,600","2,200","300","13.5"
"2014","Annual","Carmichael CDP","Not Adj","Not Prelim","29,400","27,200","2,100","7.3"
"2014","Annual","Carpinteria city","Not Adj","Not Prelim","7,200","6,800","400","5.1"
"2014","Annual","Carson city","Not Adj","Not Prelim","46,800","41,800","4,900","10.6"
"2014","Annual","Cartago CDP","Not Adj","Not Prelim","0","0","0","0.0"
"2014","Annual","Caruthers CDP","Not Adj","Not Prelim","1,200","1,100","100","11.3"
"2014","Annual","Casa Conejo CDP","Not Adj","Not Prelim","1,700","1,600","200","10.4"
"2014","Annual","Casa de Oro Mount Helix CDP","Not Adj","Not Prelim","9,400","8,900","600","6.1"
"2014","Annual","Castro Valley CDP","Not Adj","Not Prelim","30,300","28,700","1,600","5.3"
"2014","Annual","Castroville CDP","Not Adj","Not Prelim","3,500","2,900","600","16.5"
"2014","Annual","Cathedral City city","Not Adj","Not Prelim","24,400","22,800","1,600","6.7"
"2014","Annual","Cayucos CDP","Not Adj","Not Prelim","1,300","1,200","100","5.5"
"2014","Annual","Ceres city","Not Adj","Not Prelim","21,300","18,800","2,600","11.9"
"2014","Annual","Cerritos city","Not Adj","Not Prelim","24,200","22,800","1,500","6.1"
"2014","Annual","Challenge Brownsville CDP","Not Adj","Not Prelim","200","200","0","0.0"
"2014","Annual","Channel Islands Beach CDP","Not Adj","Not Prelim","1,800","1,500","300","17.7"
"2014","Annual","Charter Oak CDP","Not Adj","Not Prelim","4,900","4,400","500","9.9"
"2014","Annual","Cherryland CDP","Not Adj","Not Prelim","7,300","6,500","800","10.3"
"2014","Annual","Cherry Valley CDP","Not Adj","Not Prelim","3,000","2,900","200","5.0"
"2014","Annual","Chester CDP","Not Adj","Not Prelim","1,010","910","100","9.7"
"2014","Annual","Chico city","Not Adj","Not Prelim","46,800","43,400","3,400","7.2"
"2014","Annual","Chilcoot Vinton CDP","Not Adj","Not Prelim","20","0","20","100.0"
"2014","Annual","China Lake Acres CDP","Not Adj","Not Prelim","600","500","100","8.8"
"2014","Annual","Chinese Camp CDP","Not Adj","Not Prelim","30","30","0","0.0"
"2014","Annual","Chino city","Not Adj","Not Prelim","38,200","35,900","2,400","6.2"
"2014","Annual","Chino Hills city","Not Adj","Not Prelim","40,200","37,800","2,400","5.9"
"2014","Annual","Chowchilla city","Not Adj","Not Prelim","4,400","4,000","400","9.9"
"2014","Annual","Chualar CDP","Not Adj","Not Prelim","700","600","100","10.1"
"2014","Annual","Chula Vista city","Not Adj","Not Prelim","119,600","110,000","9,600","8.1"
"2014","Annual","Citrus CDP","Not Adj","Not Prelim","5,200","4,900","300","5.8"
"2014","Annual","Citrus Heights city","Not Adj","Not Prelim","42,700","39,400","3,300","7.7"
"2014","Annual","Claremont city","Not Adj","Not Prelim","16,600","15,300","1,300","7.9"
"2014","Annual","Clayton city","Not Adj","Not Prelim","5,600","5,400","200","2.9"
"2014","Annual","Clearlake city","Not Adj","Not Prelim","6,370","5,320","1,050","16.5"
"2014","Annual","Clearlake Oaks CDP","Not Adj","Not Prelim","810","710","100","12.4"
"2014","Annual","Clio CDP","Not Adj","Not Prelim","40","40","0","0.0"
"2014","Annual","Cloverdale city","Not Adj","Not Prelim","4,300","4,200","100","3.2"
"2014","Annual","Clovis city","Not Adj","Not Prelim","50,400","45,800","4,500","9.0"
"2014","Annual","Clyde CDP","Not Adj","Not Prelim","300","300","0","4.6"
"2014","Annual","Coachella city","Not Adj","Not Prelim","18,400","16,100","2,300","12.5"
"2014","Annual","Coalinga city","Not Adj","Not Prelim","6,200","5,500","800","12.2"
"2014","Annual","Cobb CDP","Not Adj","Not Prelim","510","480","30","6.1"
"2014","Annual","Colfax city","Not Adj","Not Prelim","900","800","100","9.6"
"2014","Annual","Colton city","Not Adj","Not Prelim","23,400","21,600","1,900","8.0"
"2014","Annual","Columbia CDP","Not Adj","Not Prelim","840","680","160","19.0"
"2014","Annual","Colusa city","Not Adj","Not Prelim","3,020","2,580","440","14.6"
"2014","Annual","Commerce city","Not Adj","Not Prelim","5,800","5,200","600","9.8"
"2014","Annual","Compton city","Not Adj","Not Prelim","40,400","35,200","5,100","12.7"
"2014","Annual","Concord city","Not Adj","Not Prelim","65,000","60,700","4,300","6.7"
"2014","Annual","Concow CDP","Not Adj","Not Prelim","200","200","0","17.8"
"2014","Annual","Copperopolis CDP","Not Adj","Not Prelim","2,250","2,060","190","8.6"
"2014","Annual","Corcoran city","Not Adj","Not Prelim","4,500","3,800","600","14.1"
"2014","Annual","Corning city","Not Adj","Not Prelim","2,940","2,610","330","11.1"
"2014","Annual","Corona city","Not Adj","Not Prelim","77,400","72,500","5,000","6.4"
"2014","Annual","Coronado city","Not Adj","Not Prelim","8,600","8,300","300","3.7"
"2014","Annual","Corralitos CDP","Not Adj","Not Prelim","1,200","1,100","100","7.8"
"2014","Annual","Corte Madera town","Not Adj","Not Prelim","5,600","5,300","300","5.5"
"2014","Annual","Costa Mesa city","Not Adj","Not Prelim","64,500","60,900","3,600","5.6"
"2014","Annual","Cotati city","Not Adj","Not Prelim","4,300","4,000","300","5.9"
"2014","Annual","Coto de Caza CDP","Not Adj","Not Prelim","7,400","7,000","400","5.2"
"2014","Annual","Cottonwood CDP","Not Adj","Not Prelim","1,400","1,300","100","9.2"
"2014","Annual","Country Club CDP","Not Adj","Not Prelim","4,500","3,800","800","17.2"
"2014","Annual","Covelo CDP","Not Adj","Not Prelim","440","400","40","8.6"
"2014","Annual","Covina city","Not Adj","Not Prelim","24,300","21,900","2,400","9.8"
"2014","Annual","Crescent City city","Not Adj","Not Prelim","1,490","1,370","120","8.3"
"2014","Annual","Crescent Mills CDP","Not Adj","Not Prelim","120","120","0","0.0"
"2014","Annual","Crestline CDP","Not Adj","Not Prelim","4,100","3,900","200","5.0"
"2014","Annual","C Road CDP","Not Adj","Not Prelim","70","60","10","16.2"
"2014","Annual","Crockett CDP","Not Adj","Not Prelim","1,600","1,500","100","8.8"
"2014","Annual","Cromberg CDP","Not Adj","Not Prelim","90","90","0","0.0"
"2014","Annual","Cudahy city","Not Adj","Not Prelim","10,300","9,200","1,100","10.3"
"2014","Annual","Culver City city","Not Adj","Not Prelim","22,300","21,000","1,400","6.1"
"2014","Annual","Cupertino city","Not Adj","Not Prelim","28,600","27,400","1,200","4.2"
"2014","Annual","Cutler CDP","Not Adj","Not Prelim","2,400","2,100","300","14.0"
"2014","Annual","Cypress city","Not Adj","Not Prelim","24,300","23,400","900","3.7"
"2014","Annual","Daly City city","Not Adj","Not Prelim","61,900","58,700","3,200","5.2"
"2014","Annual","Dana Point city","Not Adj","Not Prelim","18,600","17,700","1,000","5.1"
"2014","Annual","Danville town","Not Adj","Not Prelim","20,100","19,100","1,000","4.9"
"2014","Annual","Darwin CDP","Not Adj","Not Prelim","10","10","0","0.0"
"2014","Annual","Davis city","Not Adj","Not Prelim","34,300","32,300","2,000","5.8"
"2014","Annual","Day Valley CDP","Not Adj","Not Prelim","1,600","1,500","100","8.3"
"2014","Annual","Deer Park CDP","Not Adj","Not Prelim","400","300","0","9.4"
"2014","Annual","Del Aire CDP","Not Adj","Not Prelim","5,300","5,000","400","6.7"
"2014","Annual","Delano city","Not Adj","Not Prelim","19,400","17,000","2,400","12.4"
"2014","Annual","Delhi CDP","Not Adj","Not Prelim","5,200","4,600","600","12.2"
"2014","Annual","Delleker CDP","Not Adj","Not Prelim","160","160","0","0.0"
"2014","Annual","Del Mar city","Not Adj","Not Prelim","2,200","2,100","100","4.7"
"2014","Annual","Del Monte Forest CDP","Not Adj","Not Prelim","1,700","1,500","200","10.4"
"2014","Annual","Del Rey CDP","Not Adj","Not Prelim","600","500","100","14.6"
"2014","Annual","Del Rey Oaks city","Not Adj","Not Prelim","1,000","900","100","9.8"
"2014","Annual","Denair CDP","Not Adj","Not Prelim","2,400","2,100","200","10.4"
"2014","Annual","Derby Acres CDP","Not Adj","Not Prelim","100","100","0","1.7"
"2014","Annual","Desert Hot Springs city","Not Adj","Not Prelim","11,000","9,900","1,100","9.7"
"2014","Annual","Desert View Highlands CDP","Not Adj","Not Prelim","1,100","900","100","12.8"
"2014","Annual","Diablo CDP","Not Adj","Not Prelim","100","100","0","0.0"
"2014","Annual","Diamond Bar city","Not Adj","Not Prelim","29,300","27,700","1,600","5.3"
"2014","Annual","Diamond Springs CDP","Not Adj","Not Prelim","5,100","4,600","500","9.0"
"2014","Annual","Dinuba city","Not Adj","Not Prelim","10,500","8,700","1,800","17.6"
"2014","Annual","Discovery Bay CDP","Not Adj","Not Prelim","7,500","7,100","400","5.7"
"2014","Annual","Dixon city","Not Adj","Not Prelim","9,400","8,700","700","7.5"
"2014","Annual","Dixon Lane Meadow Creek CDP","Not Adj","Not Prelim","1,310","1,210","100","7.6"
"2014","Annual","Dollar Point CDP","Not Adj","Not Prelim","500","500","0","4.3"
"2014","Annual","Dorrington CDP","Not Adj","Not Prelim","70","70","10","9.7"
"2014","Annual","Dos Palos city","Not Adj","Not Prelim","2,100","1,900","200","9.7"
"2014","Annual","Downey city","Not Adj","Not Prelim","56,600","52,500","4,200","7.3"
"2014","Annual","Duarte city","Not Adj","Not Prelim","10,900","9,800","1,100","9.9"
"2014","Annual","Dublin city","Not Adj","Not Prelim","27,300","26,300","1,000","3.6"
"2014","Annual","Ducor CDP","Not Adj","Not Prelim","200","200","0","12.1"
"2014","Annual","Dunsmuir city","Not Adj","Not Prelim","660","610","50","7.0"
"2014","Annual","Durham CDP","Not Adj","Not Prelim","2,800","2,700","100","4.1"
"2014","Annual","Dustin Acres CDP","Not Adj","Not Prelim","200","200","0","4.4"
"2014","Annual","Earlimart CDP","Not Adj","Not Prelim","3,900","3,100","800","19.6"
"2014","Annual","East Foothills CDP","Not Adj","Not Prelim","3,400","3,300","100","3.2"
"2014","Annual","East Hemet CDP","Not Adj","Not Prelim","7,800","6,800","1,000","12.6"
"2014","Annual","East Los Angeles CDP","Not Adj","Not Prelim","56,000","48,600","7,400","13.3"
"2014","Annual","East Oakdale CDP","Not Adj","Not Prelim","1,600","1,400","100","9.5"
"2014","Annual","Easton CDP","Not Adj","Not Prelim","1,000","900","100","12.2"
"2014","Annual","East Orosi CDP","Not Adj","Not Prelim","400","200","100","36.9"
"2014","Annual","East Palo Alto city","Not Adj","Not Prelim","14,600","13,600","1,000","6.7"
"2014","Annual","East Pasadena CDP","Not Adj","Not Prelim","3,000","2,900","100","3.5"
"2014","Annual","East Porterville CDP","Not Adj","Not Prelim","2,700","1,900","800","29.0"
"2014","Annual","East Quincy CDP","Not Adj","Not Prelim","1,220","1,200","20","1.6"
