Year,Period,Area,Adjusted,Preliminary,Labor Force,Employment,Unemployment,Unemployment Rate
"2015","Annual","Gilroy city","Not Adj","Not Prelim","27,100","25,600","1,500","5.4"
"2015","Annual","Glendale city","Not Adj","Not Prelim","100,400","94,000","6,400","6.4"
"2015","Annual","Glendora city","Not Adj","Not Prelim","25,200","23,800","1,400","5.6"
"2015","Annual","Glen Ellen CDP","Not Adj","Not Prelim","500","500","0","0.0"
"2015","Annual","Golden Hills CDP","Not Adj","Not Prelim","4,400","4,200","200","4.9"
"2015","Annual","Gold River CDP","Not Adj","Not Prelim","3,300","3,100","200","6.6"
"2015","Annual","Goleta City","Not Adj","Not Prelim","17,100","16,600","500","3.1"
"2015","Annual","Gonzales city","Not Adj","Not Prelim","4,000","3,900","100","1.6"
"2015","Annual","Goshen CDP","Not Adj","Not Prelim","1,500","1,300","200","11.9"
"2015","Annual","Graeagle CDP","Not Adj","Not Prelim","210","190","20","9.1"
"2015","Annual","Grand Terrace city","Not Adj","Not Prelim","6,200","5,800","400","6.5"
"2015","Annual","Granite Bay CDP","Not Adj","Not Prelim","9,900","9,400","500","5.4"
"2015","Annual","Grass Valley city","Not Adj","Not Prelim","5,800","5,410","390","6.8"
"2015","Annual","Graton CDP","Not Adj","Not Prelim","800","700","100","8.6"
"2015","Annual","Greenfield city","Not Adj","Not Prelim","8,100","7,500","600","6.9"
"2015","Annual","Greenhorn CDP","Not Adj","Not Prelim","140","120","20","15.9"
"2015","Annual","Green Valley CDP","Not Adj","Not Prelim","800","800","0","0.0"
"2015","Annual","Greenville CDP","Not Adj","Not Prelim","470","370","100","21.5"
"2015","Annual","Gridley city","Not Adj","Not Prelim","2,700","2,500","200","8.0"
"2015","Annual","Grover Beach city","Not Adj","Not Prelim","6,800","6,400","400","6.0"
"2015","Annual","Guadalupe city","Not Adj","Not Prelim","3,300","3,100","100","4.4"
"2015","Annual","Guerneville CDP","Not Adj","Not Prelim","2,500","2,400","100","4.8"
"2015","Annual","Gustine city","Not Adj","Not Prelim","2,700","2,400","300","11.8"
"2015","Annual","Hacienda Heights CDP","Not Adj","Not Prelim","25,500","24,100","1,300","5.2"
"2015","Annual","Half Moon Bay city","Not Adj","Not Prelim","7,300","7,100","200","2.7"
"2015","Annual","Hamilton Branch CDP","Not Adj","Not Prelim","240","200","40","17.7"
"2015","Annual","Hamilton City CDP","Not Adj","Not Prelim","1,030","930","90","9.0"
"2015","Annual","Hanford city","Not Adj","Not Prelim","24,600","22,300","2,300","9.5"
"2015","Annual","Hawaiian Gardens city","Not Adj","Not Prelim","6,200","5,800","400","7.0"
"2015","Annual","Hawthorne city","Not Adj","Not Prelim","43,800","41,200","2,600","5.9"
"2015","Annual","Hayfork CDP","Not Adj","Not Prelim","1,030","1,010","20","2.0"
"2015","Annual","Hayward city","Not Adj","Not Prelim","77,600","72,500","5,200","6.6"
"2015","Annual","Healdsburg city","Not Adj","Not Prelim","6,000","5,800","200","4.1"
"2015","Annual","Heber CDP","Not Adj","Not Prelim","2,000","1,500","500","25.2"
"2015","Annual","Hemet city","Not Adj","Not Prelim","28,700","26,100","2,700","9.3"
"2015","Annual","Hercules city","Not Adj","Not Prelim","13,400","13,000","400","3.3"
"2015","Annual","Hermosa Beach city","Not Adj","Not Prelim","12,100","11,700","400","3.2"
"2015","Annual","Hesperia city","Not Adj","Not Prelim","34,600","31,600","3,000","8.8"
"2015","Annual","Hidden Hills city","Not Adj","Not Prelim","600","600","0","5.4"
"2015","Annual","Hidden Valley Lake CDP","Not Adj","Not Prelim","3,060","2,990","70","2.3"
"2015","Annual","Highgrove CDP","Not Adj","Not Prelim","2,400","2,100","200","10.2"
"2015","Annual","Highland city","Not Adj","Not Prelim","23,600","22,200","1,300","5.6"
"2015","Annual","Hillsborough town","Not Adj","Not Prelim","4,900","4,800","200","3.6"
"2015","Annual","Hilmar Irwin CDP","Not Adj","Not Prelim","2,700","2,600","100","3.8"
"2015","Annual","Hollister city","Not Adj","Not Prelim","18,700","17,200","1,400","7.7"
"2015","Annual","Holtville city","Not Adj","Not Prelim","2,800","2,000","700","26.6"
"2015","Annual","Home Garden CDP","Not Adj","Not Prelim","600","500","100","16.9"
"2015","Annual","Home Gardens CDP","Not Adj","Not Prelim","5,000","4,700","300","5.7"
"2015","Annual","Homeland CDP","Not Adj","Not Prelim","2,700","2,500","200","7.2"
"2015","Annual","Hughson city","Not Adj","Not Prelim","3,400","3,100","200","7.3"
"2015","Annual","Huntington Beach city","Not Adj","Not Prelim","107,600","103,000","4,600","4.3"
"2015","Annual","Huntington Park city","Not Adj","Not Prelim","26,900","24,600","2,300","8.7"
"2015","Annual","Huron city","Not Adj","Not Prelim","2,500","2,100","400","14.8"
"2015","Annual","Hydesville CDP","Not Adj","Not Prelim","500","500","0","0.6"
"2015","Annual","Idyllwild Pine Cove CDP","Not Adj","Not Prelim","1,200","1,200","0","4.0"
"2015","Annual","Imperial city","Not Adj","Not Prelim","8,500","6,700","1,800","21.7"
"2015","Annual","Imperial Beach city","Not Adj","Not Prelim","12,100","11,100","1,000","8.0"
"2015","Annual","Independence CDP","Not Adj","Not Prelim","230","220","10","3.5"
"2015","Annual","Indian Falls CDP","Not Adj","Not Prelim","0","0","0","0.0"
"2015","Annual","Indian Wells city","Not Adj","Not Prelim","1,700","1,600","100","5.6"
"2015","Annual","Indio city","Not Adj","Not Prelim","38,100","35,400","2,800","7.2"
"2015","Annual","Industry city","Not Adj","Not Prelim","100","100","0","7.4"
"2015","Annual","Inglewood city","Not Adj","Not Prelim","52,900","48,300","4,600","8.7"
"2015","Annual","Interlaken CDP","Not Adj","Not Prelim","3,500","3,300","300","7.9"
"2015","Annual","Inverness CDP","Not Adj","Not Prelim","500","500","0","1.6"
"2015","Annual","Inyokern CDP","Not Adj","Not Prelim","300","300","0","0.0"
"2015","Annual","Ione city","Not Adj","Not Prelim","2,050","1,920","130","6.3"
"2015","Annual","Iron Horse CDP","Not Adj","Not Prelim","60","60","0","0.0"
"2015","Annual","Irvine city","Not Adj","Not Prelim","131,000","126,600","4,400","3.3"
"2015","Annual","Irwindale city","Not Adj","Not Prelim","700","600","100","9.8"
"2015","Annual","Isla Vista CDP","Not Adj","Not Prelim","12,800","11,300","1,500","11.9"
"2015","Annual","Isleton city","Not Adj","Not Prelim","300","300","0","5.8"
"2015","Annual","Ivanhoe CDP","Not Adj","Not Prelim","1,800","1,500","200","13.0"
"2015","Annual","Jackson city","Not Adj","Not Prelim","2,070","1,960","110","5.5"
"2015","Annual","Jamestown CDP","Not Adj","Not Prelim","1,250","1,110","140","11.4"
"2015","Annual","Johannesburg CDP","Not Adj","Not Prelim","0","0","0","0.0"
"2015","Annual","Johnsville CDP","Not Adj","Not Prelim","0","0","0","0.0"
"2015","Annual","Joshua Tree CDP","Not Adj","Not Prelim","2,300","2,100","200","10.3"
"2015","Annual","Jurupa Valley city","Not Adj","Not Prelim","45,300","41,300","4,000","8.7"
"2015","Annual","Keddie CDP","Not Adj","Not Prelim","30","20","20","53.1"
"2015","Annual","Keeler CDP","Not Adj","Not Prelim","10","10","0","0.0"
"2015","Annual","Keene CDP","Not Adj","Not Prelim","200","100","0","10.6"
"2015","Annual","Kelseyville CDP","Not Adj","Not Prelim","1,470","1,400","70","5.0"
"2015","Annual","Kennedy CDP","Not Adj","Not Prelim","1,400","1,200","200","14.1"
"2015","Annual","Kensington CDP","Not Adj","Not Prelim","2,700","2,600","100","3.1"
"2015","Annual","Kerman city","Not Adj","Not Prelim","6,600","6,100","600","8.7"
"2015","Annual","Kernville CDP","Not Adj","Not Prelim","500","500","0","0.0"
"2015","Annual","Kettleman City CDP","Not Adj","Not Prelim","600","500","100","15.2"
"2015","Annual","Keyes CDP","Not Adj","Not Prelim","2,700","2,400","300","9.9"
"2015","Annual","King City city","Not Adj","Not Prelim","6,300","6,000","300","4.5"
"2015","Annual","Kings Beach CDP","Not Adj","Not Prelim","1,700","1,600","0","1.9"
"2015","Annual","Kingsburg city","Not Adj","Not Prelim","5,500","5,100","400","7.1"
"2015","Annual","Kirkwood CDP","Not Adj","Not Prelim","80","80","0","3.8"
"2015","Annual","Klamath CDP","Not Adj","Not Prelim","230","200","30","13.8"
"2015","Annual","Knightsen CDP","Not Adj","Not Prelim","600","600","0","2.8"
"2015","Annual","La Canada Flintridge city","Not Adj","Not Prelim","9,200","8,900","300","3.1"
"2015","Annual","La Crescenta Montrose CDP","Not Adj","Not Prelim","9,600","9,200","500","4.7"
"2015","Annual","Ladera Heights CDP","Not Adj","Not Prelim","3,400","3,200","300","8.1"
"2015","Annual","Lafayette city","Not Adj","Not Prelim","12,000","11,700","300","2.7"
"2015","Annual","Laguna Beach city","Not Adj","Not Prelim","12,500","12,100","400","3.4"
"2015","Annual","Laguna Hills city","Not Adj","Not Prelim","17,100","16,400","700","4.1"
"2015","Annual","Laguna Niguel city","Not Adj","Not Prelim","34,700","33,300","1,400","4.1"
"2015","Annual","Laguna Woods city","Not Adj","Not Prelim","3,100","3,000","100","3.0"
"2015","Annual","La Habra city","Not Adj","Not Prelim","30,600","29,000","1,600","5.1"
"2015","Annual","La Habra Heights city","Not Adj","Not Prelim","2,600","2,400","100","5.4"
"2015","Annual","Lake Almanor Country Club CDP","Not Adj","Not Prelim","90","90","0","0.0"
"2015","Annual","Lake Almanor Peninsula CDP","Not Adj","Not Prelim","100","100","0","0.0"
"2015","Annual","Lake Almanor West CDP","Not Adj","Not Prelim","30","20","10","28.1"
"2015","Annual","Lake Arrowhead CDP","Not Adj","Not Prelim","4,100","3,800","300","6.8"
"2015","Annual","Lake Elsinore city","Not Adj","Not Prelim","27,400","25,400","2,000","7.1"
"2015","Annual","Lake Forest city","Not Adj","Not Prelim","46,100","44,700","1,500","3.2"
"2015","Annual","Lake Isabella CDP","Not Adj","Not Prelim","1,200","1,100","200","14.1"
"2015","Annual","Lakeland Village CDP","Not Adj","Not Prelim","5,500","4,900","600","10.2"
"2015","Annual","Lake Los Angeles CDP","Not Adj","Not Prelim","3,700","3,200","500","12.4"
"2015","Annual","Lake Nacimiento CDP","Not Adj","Not Prelim","1,200","1,200","100","4.0"
"2015","Annual","Lake of the Pines CDP","Not Adj","Not Prelim","2,000","1,840","160","7.9"
"2015","Annual","Lake of the Woods CDP","Not Adj","Not Prelim","300","200","0","9.9"
"2015","Annual","Lakeport city","Not Adj","Not Prelim","2,500","2,390","100","4.1"
"2015","Annual","Lakeside CDP","Not Adj","Not Prelim","10,500","9,800","700","6.8"
"2015","Annual","Lakeview CDP","Not Adj","Not Prelim","1,100","1,000","100","7.2"
"2015","Annual","Lake Wildwood CDP","Not Adj","Not Prelim","1,910","1,890","30","1.3"
"2015","Annual","Lakewood city","Not Adj","Not Prelim","41,900","39,700","2,100","5.1"
"2015","Annual","La Mesa city","Not Adj","Not Prelim","30,500","28,900","1,600","5.3"
"2015","Annual","La Mirada city","Not Adj","Not Prelim","23,500","22,400","1,100","4.6"
"2015","Annual","Lamont CDP","Not Adj","Not Prelim","6,900","6,200","600","9.4"
"2015","Annual","Lanare CDP","Not Adj","Not Prelim","100","100","0","0.0"
"2015","Annual","Lancaster city","Not Adj","Not Prelim","63,100","58,400","4,700","7.4"
"2015","Annual","La Palma city","Not Adj","Not Prelim","7,600","7,300","300","4.4"
"2015","Annual","La Porte CDP","Not Adj","Not Prelim","0","0","0","0.0"
"2015","Annual","La Puente city","Not Adj","Not Prelim","18,700","17,600","1,100","5.8"
"2015","Annual","La Quinta city","Not Adj","Not Prelim","17,700","16,900","700","4.2"
"2015","Annual","La Riviera CDP","Not Adj","Not Prelim","5,600","5,300","300","5.2"
"2015","Annual","Larkspur city","Not Adj","Not Prelim","6,900","6,700","200","2.8"
"2015","Annual","Las Flores CDP","Not Adj","Not Prelim","3,000","2,900","0","1.5"
"2015","Annual","Las Lomas CDP","Not Adj","Not Prelim","2,200","1,900","200","10.1"
"2015","Annual","Lathrop city","Not Adj","Not Prelim","9,300","8,700","600","6.6"
"2015","Annual","Laton CDP","Not Adj","Not Prelim","900","800","100","12.2"
"2015","Annual","La Verne city","Not Adj","Not Prelim","15,600","14,800","800","5.1"
"2015","Annual","Lawndale city","Not Adj","Not Prelim","16,400","15,400","1,000","6.3"
"2015","Annual","Laytonville CDP","Not Adj","Not Prelim","490","420","70","14.3"
"2015","Annual","Lebec CDP","Not Adj","Not Prelim","1,000","800","200","17.3"
"2015","Annual","Le Grand CDP","Not Adj","Not Prelim","800","700","100","14.8"
"2015","Annual","Lemon Cove CDP","Not Adj","Not Prelim","100","100","0","4.3"
"2015","Annual","Lemon Grove city","Not Adj","Not Prelim","12,300","11,500","800","6.8"
"2015","Annual","Lemoore city","Not Adj","Not Prelim","11,900","10,800","1,100","9.4"
"2015","Annual","Lemoore Station CDP","Not Adj","Not Prelim","1,500","1,300","100","8.0"
"2015","Annual","Lennox CDP","Not Adj","Not Prelim","10,600","9,900","700","6.9"
"2015","Annual","Lenwood CDP","Not Adj","Not Prelim","1,600","1,600","0","1.7"
"2015","Annual","Lewiston CDP","Not Adj","Not Prelim","510","470","40","7.5"
"2015","Annual","Lincoln city","Not Adj","Not Prelim","18,400","17,300","1,000","5.5"
"2015","Annual","Lincoln Village CDP","Not Adj","Not Prelim","2,000","1,900","200","8.0"
"2015","Annual","Linda CDP","Not Adj","Not Prelim","6,800","5,900","900","12.7"
"2015","Annual","Linden CDP","Not Adj","Not Prelim","900","900","0","3.4"
"2015","Annual","Lindsay city","Not Adj","Not Prelim","5,500","4,600","900","16.1"
"2015","Annual","Little Grass Valley CDP","Not Adj","Not Prelim","0","0","0","0.0"
"2015","Annual","Littlerock CDP","Not Adj","Not Prelim","600","500","100","13.8"
"2015","Annual","Live Oak CDP","Not Adj","Not Prelim","9,000","8,500","500","5.1"
"2015","Annual","Live Oak city","Not Adj","Not Prelim","3,900","3,600","400","9.4"
"2015","Annual","Livermore city","Not Adj","Not Prelim","46,200","44,700","1,500","3.2"
"2015","Annual","Livingston city","Not Adj","Not Prelim","6,500","6,100","400","5.8"
"2015","Annual","Lockeford CDP","Not Adj","Not Prelim","1,500","1,300","100","9.7"
"2015","Annual","Lodi city","Not Adj","Not Prelim","28,700","26,300","2,400","8.3"
"2015","Annual","Loma Linda city","Not Adj","Not Prelim","10,400","10,000","400","4.2"
"2015","Annual","Loma Rica CDP","Not Adj","Not Prelim","1,100","1,000","0","3.2"
"2015","Annual","Lomita city","Not Adj","Not Prelim","10,900","10,300","600","5.9"
"2015","Annual","Lompoc city","Not Adj","Not Prelim","18,000","16,700","1,200","6.9"
"2015","Annual","London CDP","Not Adj","Not Prelim","700","600","100","17.0"
"2015","Annual","Lone Pine CDP","Not Adj","Not Prelim","890","830","60","6.2"
"2015","Annual","Long Beach city","Not Adj","Not Prelim","236,400","219,200","17,100","7.2"
"2015","Annual","Loomis town","Not Adj","Not Prelim","3,100","2,900","200","6.0"
"2015","Annual","Los Alamitos city","Not Adj","Not Prelim","5,700","5,500","300","4.7"
"2015","Annual","Los Alamos CDP","Not Adj","Not Prelim","900","800","0","5.4"
"2015","Annual","Los Altos city","Not Adj","Not Prelim","14,300","13,900","400","2.7"
"2015","Annual","Los Angeles city","Not Adj","Not Prelim","2,009,600","1,868,700","140,900","7.0"
"2015","Annual","Los Banos city","Not Adj","Not Prelim","15,700","13,900","1,800","11.6"
"2015","Annual","Los Gatos town","Not Adj","Not Prelim","15,500","15,100","400","2.8"
"2015","Annual","Los Molinos CDP","Not Adj","Not Prelim","640","590","50","7.7"
"2015","Annual","Lost Hills CDP","Not Adj","Not Prelim","900","900","0","3.8"
"2015","Annual","Lower Lake CDP","Not Adj","Not Prelim","690","640","50","6.8"
"2015","Annual","Loyalton city","Not Adj","Not Prelim","480","440","40","9.2"
"2015","Annual","Lucerne CDP","Not Adj","Not Prelim","1,300","1,240","50","4.1"
"2015","Annual","Lynwood city","Not Adj","Not Prelim","28,500","26,200","2,300","8.2"
"2015","Annual","McCloud CDP","Not Adj","Not Prelim","400","340","60","15.5"
"2015","Annual","McFarland city","Not Adj","Not Prelim","5,800","5,100","800","12.9"
"2015","Annual","McKinleyville CDP","Not Adj","Not Prelim","7,500","7,200","300","4.1"
"2015","Annual","McKittrick CDP","Not Adj","Not Prelim","0","0","0","0.0"
"2015","Annual","Madera city","Not Adj","Not Prelim","26,000","23,700","2,400","9.1"
"2015","Annual","Madera Acres CDP","Not Adj","Not Prelim","4,500","4,100","300","7.5"
"2015","Annual","Magalia CDP","Not Adj","Not Prelim","4,900","4,600","300","5.2"
"2015","Annual","Malibu city","Not Adj","Not Prelim","6,400","6,100","300","4.2"
"2015","Annual","Mammoth Lakes town","Not Adj","Not Prelim","5,210","5,180","30","0.6"
"2015","Annual","Manhattan Beach city","Not Adj","Not Prelim","18,800","18,300","500","2.7"
"2015","Annual","Manteca city","Not Adj","Not Prelim","35,300","32,100","3,200","9.0"
"2015","Annual","Manton CDP","Not Adj","Not Prelim","110","100","10","7.3"
"2015","Annual","March AFB CDP","Not Adj","Not Prelim","300","300","0","1.9"
"2015","Annual","Maricopa city","Not Adj","Not Prelim","400","300","100","13.8"
"2015","Annual","Marina city","Not Adj","Not Prelim","12,000","11,300","700","6.1"
"2015","Annual","Marina del Rey CDP","Not Adj","Not Prelim","6,800","6,500","300","4.0"
"2015","Annual","Mariposa CDP","Not Adj","Not Prelim","670","650","30","3.9"
"2015","Annual","Markleeville CDP","Not Adj","Not Prelim","70","70","0","0.0"
"2015","Annual","Martinez city","Not Adj","Not Prelim","20,200","19,300","900","4.5"
"2015","Annual","Marysville city","Not Adj","Not Prelim","4,700","4,300","400","8.4"
"2015","Annual","Mayflower Village CDP","Not Adj","Not Prelim","3,000","2,800","100","4.3"
"2015","Annual","Maywood city","Not Adj","Not Prelim","12,300","11,500","800","6.9"
"2015","Annual","Meadow Valley CDP","Not Adj","Not Prelim","220","160","70","30.8"
"2015","Annual","Meadow Vista CDP","Not Adj","Not Prelim","1,600","1,600","100","3.2"
"2015","Annual","Mecca CDP","Not Adj","Not Prelim","3,000","2,700","200","7.3"
"2015","Annual","Meiners Oaks CDP","Not Adj","Not Prelim","1,900","1,900","100","4.1"
"2015","Annual","Mendocino CDP","Not Adj","Not Prelim","530","530","0","0.0"
"2015","Annual","Mendota city","Not Adj","Not Prelim","5,000","3,900","1,100","22.8"
"2015","Annual","Menifee City","Not Adj","Not Prelim","36,700","33,800","2,900","7.8"
"2015","Annual","Menlo Park city","Not Adj","Not Prelim","18,400","17,900","500","2.7"
"2015","Annual","Mentone CDP","Not Adj","Not Prelim","5,000","4,700","300","5.6"
"2015","Annual","Merced city","Not Adj","Not Prelim","34,400","30,700","3,700","10.7"
"2015","Annual","Mesa CDP","Not Adj","Not Prelim","170","160","10","6.5"
"2015","Annual","Mesa Vista CDP","Not Adj","Not Prelim","100","80","20","19.0"
"2015","Annual","Mettler CDP","Not Adj","Not Prelim","100","100","0","19.7"
"2015","Annual","Middletown CDP","Not Adj","Not Prelim","350","320","30","9.7"
"2015","Annual","Millbrae city","Not Adj","Not Prelim","12,200","11,800","400","3.3"
"2015","Annual","Mill Valley city","Not Adj","Not Prelim","7,000","6,900","200","2.3"
"2015","Annual","Milpitas city","Not Adj","Not Prelim","40,300","38,700","1,600","3.9"
"2015","Annual","Mineral CDP","Not Adj","Not Prelim","110","90","10","13.2"
"2015","Annual","Mira Monte CDP","Not Adj","Not Prelim","3,600","3,400","200","6.7"
"2015","Annual","Mission Canyon CDP","Not Adj","Not Prelim","1,500","1,500","0","1.5"
"2015","Annual","Mission Hills CDP","Not Adj","Not Prelim","1,900","1,800","200","9.9"
"2015","Annual","Mission Viejo city","Not Adj","Not Prelim","49,800","47,700","2,100","4.2"
"2015","Annual","Mi Wuk Village CDP","Not Adj","Not Prelim","410","350","60","14.7"
"2015","Annual","Modesto city","Not Adj","Not Prelim","94,800","86,000","8,800","9.3"
"2015","Annual","Mohawk Vista CDP","Not Adj","Not Prelim","40","40","0","0.0"
"2015","Annual","Mojave CDP","Not Adj","Not Prelim","1,800","1,400","400","22.5"
"2015","Annual","Mokelumne Hill CDP","Not Adj","Not Prelim","220","180","40","17.4"
"2015","Annual","Mono Vista CDP","Not Adj","Not Prelim","1,630","1,610","20","1.0"
"2015","Annual","Monrovia city","Not Adj","Not Prelim","20,500","19,500","1,000","5.1"
"2015","Annual","Montclair city","Not Adj","Not Prelim","18,300","17,300","1,000","5.5"
"2015","Annual","Montebello city","Not Adj","Not Prelim","28,300","26,700","1,600","5.7"
"2015","Annual","Montecito CDP","Not Adj","Not Prelim","3,200","2,900","300","7.9"
"2015","Annual","Monterey city","Not Adj","Not Prelim","15,400","14,500","900","5.8"
"2015","Annual","Monterey Park city","Not Adj","Not Prelim","28,900","27,200","1,700","5.9"
"2015","Annual","Monte Rio CDP","Not Adj","Not Prelim","600","500","100","17.9"
"2015","Annual","Moorpark city","Not Adj","Not Prelim","19,400","18,500","800","4.4"
"2015","Annual","Morada CDP","Not Adj","Not Prelim","1,500","1,500","0","0.0"
"2015","Annual","Moraga town","Not Adj","Not Prelim","7,500","7,300","200","3.1"
"2015","Annual","Moreno Valley city","Not Adj","Not Prelim","90,800","84,300","6,500","7.1"
"2015","Annual","Morgan Hill city","Not Adj","Not Prelim","22,600","21,500","1,000","4.6"
"2015","Annual","Morongo Valley CDP","Not Adj","Not Prelim","1,500","1,400","100","5.9"
"2015","Annual","Morro Bay city","Not Adj","Not Prelim","5,000","4,600","400","7.4"
"2015","Annual","Moss Landing CDP","Not Adj","Not Prelim","100","100","0","0.0"
"2015","Annual","Mountain Mesa CDP","Not Adj","Not Prelim","200","200","0","8.9"
"2015","Annual","Mountain Ranch CDP","Not Adj","Not Prelim","520","460","60","11.1"
"2015","Annual","Mountain View CDP","Not Adj","Not Prelim","1,300","1,200","100","9.8"
"2015","Annual","Mountain View city","Not Adj","Not Prelim","49,400","47,800","1,600","3.2"
"2015","Annual","Mountain View Acres CDP","Not Adj","Not Prelim","1,400","1,200","100","10.5"
"2015","Annual","Mount Shasta city","Not Adj","Not Prelim","1,540","1,500","40","2.4"
"2015","Annual","Murphys CDP","Not Adj","Not Prelim","990","920","70","6.9"
"2015","Annual","Murrieta city","Not Adj","Not Prelim","51,800","49,000","2,800","5.4"
"2015","Annual","Muscoy CDP","Not Adj","Not Prelim","4,900","4,200","700","13.4"
"2015","Annual","Napa city","Not Adj","Not Prelim","41,900","39,800","2,100","4.9"
"2015","Annual","National City city","Not Adj","Not Prelim","24,500","22,900","1,600","6.6"
"2015","Annual","Needles city","Not Adj","Not Prelim","1,700","1,600","100","4.5"
"2015","Annual","Nevada City city","Not Adj","Not Prelim","1,390","1,330","60","4.5"
"2015","Annual","Newark city","Not Adj","Not Prelim","23,300","22,400","900","4.1"
"2015","Annual","Newman city","Not Adj","Not Prelim","4,700","4,100","600","12.3"
"2015","Annual","Newport Beach city","Not Adj","Not Prelim","45,000","43,400","1,700","3.7"
"2015","Annual","Nice CDP","Not Adj","Not Prelim","970","930","50","4.8"
"2015","Annual","Nipomo CDP","Not Adj","Not Prelim","9,000","8,400","600","6.9"
"2015","Annual","Norco city","Not Adj","Not Prelim","11,100","10,600","600","5.4"
"2015","Annual","North Auburn CDP","Not Adj","Not Prelim","5,300","5,100","200","4.1"
"2015","Annual","North Edwards CDP","Not Adj","Not Prelim","500","400","100","15.3"
"2015","Annual","North El Monte CDP","Not Adj","Not Prelim","1,700","1,600","100","3.4"
"2015","Annual","North Fair Oaks CDP","Not Adj","Not Prelim","7,900","7,700","200","2.5"
"2015","Annual","North Highlands CDP","Not Adj","Not Prelim","19,700","18,700","1,000","5.0"
"2015","Annual","North Lakeport CDP","Not Adj","Not Prelim","1,470","1,430","40","2.9"
"2015","Annual","Norwalk city","Not Adj","Not Prelim","49,900","46,500","3,400","6.8"
"2015","Annual","Novato city","Not Adj","Not Prelim","29,200","28,100","1,000","3.5"
"2015","Annual","Nuevo CDP","Not Adj","Not Prelim","3,000","2,800","200","6.4"
"2015","Annual","Oakdale city","Not Adj","Not Prelim","9,600","8,500","1,100","11.7"
"2015","Annual","Oakhurst CDP","Not Adj","Not Prelim","1,600","1,400","200","9.8"
"2015","Annual","Oakland city","Not Adj","Not Prelim","208,800","196,600","12,300","5.9"
"2015","Annual","Oakley city","Not Adj","Not Prelim","18,800","17,600","1,200","6.3"
"2015","Annual","Oak Park CDP","Not Adj","Not Prelim","7,000","6,600","500","6.7"
"2015","Annual","Oak View CDP","Not Adj","Not Prelim","2,300","2,100","100","5.9"
"2015","Annual","Occidental CDP","Not Adj","Not Prelim","400","400","0","0.0"
"2015","Annual","Oceano CDP","Not Adj","Not Prelim","3,600","3,300","200","6.3"
"2015","Annual","Oceanside city","Not Adj","Not Prelim","81,200","76,800","4,300","5.3"
"2014","Annual","Acton CDP","Not Adj","Not Prelim","3,500","3,300","200","6.2"
"2014","Annual","Adelanto city","Not Adj","Not Prelim","9,100","7,900","1,200","13.3"
"2014","Annual","Agoura Hills city","Not Adj","Not Prelim","11,400","10,600","800","6.8"
"2014","Annual","Alameda city","Not Adj","Not Prelim","40,400","38,300","2,000","5.0"
"2014","Annual","Alamo CDP","Not Adj","Not Prelim","6,300","6,000","200","3.6"
"2014","Annual","Albany city","Not Adj","Not Prelim","9,400","8,900","500","4.9"
"2014","Annual","Alhambra city","Not Adj","Not Prelim","44,800","42,400","2,400","5.4"
"2014","Annual","Aliso Viejo CDP","Not Adj","Not Prelim","28,700","27,500","1,200","4.3"
"2014","Annual","Alondra Park CDP","Not Adj","Not Prelim","4,100","3,600","500","11.4"
"2014","Annual","Alpaugh CDP","Not Adj","Not Prelim","400","300","100","27.7"
"2014","Annual","Alpine Village CDP","Not Adj","Not Prelim","80","80","0","0.0"
"2014","Annual","Altadena CDP","Not Adj","Not Prelim","23,100","21,700","1,400","6.2"
"2014","Annual","Alta Sierra CDP","Not Adj","Not Prelim","3,560","3,440","120","3.4"
"2014","Annual","Alturas city","Not Adj","Not Prelim","1,160","1,020","130","11.5"
"2014","Annual","Amador City city","Not Adj","Not Prelim","70","70","10","10.8"
"2014","Annual","American Canyon city","Not Adj","Not Prelim","10,300","9,600","800","7.4"
"2014","Annual","Anaheim city","Not Adj","Not Prelim","168,200","156,500","11,700","6.9"
"2014","Annual","Anderson city","Not Adj","Not Prelim","4,200","3,900","400","8.8"
"2014","Annual","Angels City city","Not Adj","Not Prelim","1,680","1,670","0","0.2"
"2014","Annual","Angwin CDP","Not Adj","Not Prelim","2,000","1,900","100","5.2"
"2014","Annual","Antioch city","Not Adj","Not Prelim","50,200","45,900","4,300","8.5"
"2014","Annual","Apple Valley town","Not Adj","Not Prelim","27,300","25,000","2,300","8.5"
"2014","Annual","Aptos CDP","Not Adj","Not Prelim","3,300","3,200","100","3.0"
"2014","Annual","Aptos Hills Larkin Valley CDP","Not Adj","Not Prelim","1,100","900","100","13.7"
"2014","Annual","Arbuckle CDP","Not Adj","Not Prelim","2,080","1,630","460","21.9"
"2014","Annual","Arcadia city","Not Adj","Not Prelim","28,300","26,900","1,400","4.8"
"2014","Annual","Arcata city","Not Adj","Not Prelim","9,700","8,800","1,000","10.0"
"2014","Annual","Arden Arcade CDP","Not Adj","Not Prelim","44,700","40,500","4,200","9.4"
"2014","Annual","Armona CDP","Not Adj","Not Prelim","1,400","1,200","200","15.3"
"2014","Annual","Arnold CDP","Not Adj","Not Prelim","1,080","970","110","10.2"
"2014","Annual","Aromas CDP (Monterey Co)","Not Adj","Not Prelim","1,600","1,500","100","6.7"
"2014","Annual","Arroyo Grande city","Not Adj","Not Prelim","9,200","8,700","400","4.9"
"2014","Annual","Artesia city","Not Adj","Not Prelim","7,800","7,200","500","6.8"
